"state","puma12","ur","pop10","afact"
"State code","PUMA (2012)","Urban/rural","Population (2010)","puma12 to ur allocation factor"
"12","07102","U",156985,0.9923 
"12","07103","R",13240,0.0971 
"12","07103","U",123075,0.9029 
"12","07104","R",4003,0.0397 
"12","07104","U",96941,0.9603 
"12","07105","R",3838,0.0373 
"12","07105","U",99154,0.9627 
"12","07300","R",33795,0.2428 
"12","07300","U",105389,0.7572 
"12","07301","R",116,0.0009 
"12","07301","U",136187,0.9991 
"12","08101","R",9494,0.0883 
"12","08101","U",98044,0.9117 
"12","08102","R",921,0.0081 
"12","08102","U",113027,0.9919 
"12","08103","R",8278,0.0817 
"12","08103","U",93069,0.9183 
"12","08301","R",69475,0.6946 
"12","08301","U",30546,0.3054 
"12","08302","R",10211,0.0993 
"12","08302","U",92593,0.9007 
"12","08303","R",23110,0.1799 
"12","08303","U",105363,0.8201 
"12","08500","R",12403,0.0848 
"12","08500","U",133915,0.9152 
"12","08601","R",271,0.0024 
"12","08601","U",114194,0.9976 
"12","08602","U",101323,1 
"12","08603","U",100720,1 
"12","08604","U",100433,1 
"12","08605","U",105499,1 
"12","08606","U",101112,1 
"12","08607","U",100459,1 
"12","08608","R",80,0.0007 
"12","08608","U",112850,0.9993 
"12","08609","U",101006,1 
"12","08610","U",100923,1 
"12","08611","U",101124,1 
"12","08612","U",100297,1 
"12","08613","U",101386,1 
"12","08614","R",14,0.0001 
"12","08614","U",101329,0.9999 
"12","08615","U",103186,1 
"12","08616","R",13,0.0001 
"12","08616","U",101123,0.9999 
"12","08617","U",102442,1 
"12","08618","R",20,0.0002 
"12","08618","U",106274,0.9998 
"12","08619","U",101209,1 
"12","08620","U",100968,1 
"12","08621","R",678,0.0067 
"12","08621","U",100829,0.9933 
"12","08622","R",3126,0.0305 
"12","08622","U",99520,0.9695 
"12","08623","R",108,0.001 
"12","08623","U",105524,0.999 
"12","08624","R",507,0.0051 
"12","08624","U",99687,0.9949 
"12","08700","R",11647,0.115 
"12","08700","U",89644,0.885 
"12","08900","R",51429,0.5121 
"12","08900","U",49000,0.4879 
"12","09100","R",21878,0.121 
"12","09100","U",158944,0.879 
"12","09300","R",43903,0.4267 
"12","09300","U",58991,0.5733 
"12","09501","R",6416,0.0507 
"12","09501","U",120238,0.9493 
"12","09502","R",255,0.0021 
"12","09502","U",121337,0.9979 
"12","09503","R",1875,0.0177 
"12","09503","U",104042,0.9823 
"12","09504","U",125220,1 
"12","09505","U",108980,1 
"12","09506","U",101497,1 
"12","09507","U",107435,1 
"12","09508","U",107817,1 
"12","09509","R",5814,0.0476 
"12","09509","U",116286,0.9524 
"12","09510","R",9042,0.0761 
"12","09510","U",109702,0.9239 
"12","09701","R",7842,0.052 
"12","09701","U",143003,0.948 
"12","09702","R",13172,0.1118 
"12","09702","U",104668,0.8882 
"12","09901","R",1340,0.0129 
"12","09901","U",102414,0.9871 
"12","09902","R",1448,0.0129 
"12","09902","U",111056,0.9871 
"12","09903","U",142518,1 
"12","09904","U",124204,1 
"12","09905","U",125430,1 
"12","09906","U",149191,1 
"12","09907","U",114816,1 
"12","09908","U",106704,1 
"12","09909","R",229,0.0022 
"12","09909","U",103498,0.9978 
"12","09910","R",3645,0.0356 
"12","09910","U",98795,0.9644 
"12","09911","R",7101,0.0527 
"12","09911","U",127745,0.9473 
"12","10101","R",24758,0.2163 
"12","10101","U",89729,0.7837 
"12","10102","R",12138,0.1161 
"12","10102","U",92420,0.8839 
"12","10103","R",2017,0.0155 
"12","10103","U",127756,0.9845 
"12","10104","R",5077,0.0438 
"12","10104","U",110802,0.9562 
"12","10301","R",2255,0.0192 
"12","10301","U",114913,0.9808 
"12","10302","R",252,0.0023 
"12","10302","U",107118,0.9977 
"12","10303","U",104566,1 
"12","10304","U",107480,1 
"12","10305","U",107780,1 
"12","10306","U",109431,1 
"12","10307","U",151899,1 
"12","10308","R",96,0.0009 
"12","10308","U",110752,0.9991 
"12","10501","R",14393,0.0829 
"12","10501","U",159287,0.9171 
"12","10502","R",18874,0.1192 
"12","10502","U",139525,0.8808 
"12","10503","R",6399,0.0481 
"12","10503","U",126616,0.9519 
"12","10504","R",41680,0.3042 
"12","10504","U",95321,0.6958 
"12","10700","R",55893,0.5547 
"12","10700","U",44869,0.4453 
"12","10900","R",31051,0.1898 
"12","10900","U",132590,0.8102 
"12","11101","R",8989,0.0877 
"12","11101","U",93507,0.9123 
"12","11102","R",337,0.0019 
"12","11102","U",174956,0.9981 
"12","11300","R",31772,0.2099 
"12","11300","U",119600,0.7901 
"12","11501","U",123642,1 
"12","11502","R",2024,0.0154 
"12","11502","U",129371,0.9846 
"12","11503","R",14370,0.1155 
"12","11503","U",110041,0.8845 
"12","11701","R",749,0.007 
"12","11701","U",105835,0.993 
"12","11702","R",38,0.0004 
"12","11702","U",104208,0.9996 
"12","11703","U",104294,1 
"12","11704","R",12561,0.1167 
"12","11704","U",95033,0.8833 
"12","12100","R",83840,0.7834 
"12","12100","U",23174,0.2166 
"12","12701","R",17964,0.1618 
"12","12701","U",93029,0.8382 
"12","12702","R",10178,0.0797 
"12","12702","U",117539,0.9203 
"12","12703","R",6693,0.0511 
"12","12703","U",124203,0.9489 
"12","12704","R",13393,0.1134 
"12","12704","U",104676,0.8866 
"13","00100","R",42910,0.297 
"13","00100","U",101562,0.703 
"13","00200","R",42286,0.391 
"13","00200","U",65864,0.609 
"13","00300","R",80455,0.587 
"13","00300","U",56605,0.413 
"13","00401","R",3891,0.0244 
"13","00401","U",155517,0.9756 
"13","00402","R",8053,0.0762 
"13","00402","U",97667,0.9238 
"13","00500","R",109670,0.6513 
"13","00500","U",58719,0.3487 
"13","00600","R",29716,0.272 
"13","00600","U",79517,0.728 
"13","00700","R",69420,0.5383 
"13","00700","U",59541,0.4617 
"13","00800","R",62396,0.5576 
"13","00800","U",49501,0.4424 
"13","00900","R",23453,0.1909 
"13","00900","U",99410,0.8091 
"13","01001","U",109678,1 
"13","01002","U",107498,1 
"13","01003","R",123,0.0011 
"13","01003","U",108202,0.9989 
"13","01004","R",8204,0.0717 
"13","01004","U",106182,0.9283 
"13","01005","R",1594,0.0107 
"13","01005","U",146720,0.9893 
"13","01006","U",109963,1 
"13","01007","U",123918,1 
"13","01008","R",1331,0.0114 
"13","01008","U",115560,0.9886 
"13","01100","R",78493,0.6451 
"13","01100","U",43180,0.3549 
"13","01200","R",103174,0.6441 
"13","01200","U",57016,0.3559 
"13","01300","R",92232,0.6449 
"13","01300","U",50777,0.3551 
"13","01400","R",22415,0.1441 
"13","01400","U",133132,0.8559 
"13","01500","R",21948,0.1445 
"13","01500","U",129962,0.8555 
"13","01600","R",115656,0.6392 
"13","01600","U",65286,0.3608 
"13","01700","R",8980,0.0446 
"13","01700","U",192172,0.9554 
"13","01800","R",118432,0.6977 
"13","01800","U",51303,0.3023 
"13","01900","R",86675,0.5738 
"13","01900","U",64392,0.4262 
"13","02001","R",489,0.0039 
"13","02001","U",125641,0.9961 
"13","02002","U",129332,1 
"13","02003","U",155142,1 
"13","02004","U",137880,1 
"13","02100","R",41929,0.3293 
"13","02100","U",85388,0.6707 
"13","02200","R",59850,0.5933 
"13","02200","U",41020,0.4067 
"13","02300","R",46228,0.4183 
"13","02300","U",64299,0.5817 
"13","02400","R",19372,0.1818 
"13","02400","U",87195,0.8182 
"13","02500","R",79057,0.4746 
"13","02500","U",87515,0.5254 
"13","02600","R",75092,0.4283 
"13","02600","U",100254,0.5717 
"13","02700","R",29833,0.2908 
"13","02700","U",72766,0.7092 
"13","02800","R",126236,0.7164 
"13","02800","U",49983,0.2836 
"13","02900","R",35283,0.3523 
"13","02900","U",64874,0.6477 
"13","03001","U",140042,1 
"13","03002","R",1694,0.0136 
"13","03002","U",122711,0.9864 
"13","03003","U",123322,1 
"13","03004","U",154587,1 
"13","03005","U",145722,1 
"13","03101","R",2638,0.0256 
"13","03101","U",100233,0.9744 
"13","03102","R",34021,0.3052 
"13","03102","U",77454,0.6948 
"13","03200","R",110563,0.8669 
"13","03200","U",16980,0.1331 
"13","03300","R",17414,0.0992 
"13","03300","U",158097,0.9008 
"13","03400","R",36937,0.2056 
"13","03400","U",142747,0.7944 
"13","03500","R",96295,0.7138 
"13","03500","U",38613,0.2862 
"13","03600","R",6839,0.0586 
"13","03600","U",109875,0.9414 
"13","03700","R",84608,0.7555 
"13","03700","U",27379,0.2445 
"13","03800","R",57153,0.4401 
"13","03800","U",72699,0.5599 
"13","03900","R",60566,0.5242 
"13","03900","U",54970,0.4758 
"13","04000","R",18483,0.0922 
"13","04000","U",182066,0.9078 
"13","04001","U",135979,1 
"13","04002","R",128,0.0012 
"13","04002","U",108113,0.9988 
"13","04003","U",144475,1 
"13","04004","R",3681,0.0354 
"13","04004","U",100231,0.9646 
"13","04005","R",101,0.0009 
"13","04005","U",118347,0.9991 
"13","04006","U",194266,1 
"13","04100","R",20131,0.1623 
"13","04100","U",103922,0.8377 
"13","04200","R",95462,0.7326 
"13","04200","U",34837,0.2674 
"13","04300","R",43956,0.2374 
"13","04300","U",141217,0.7626 
"13","04400","R",20863,0.1576 
"13","04400","U",111540,0.8424 
"13","04500","R",28540,0.2005 
"13","04500","U",113784,0.7995 
"13","04600","U",125017,1 
"13","05001","R",2303,0.0209 
"13","05001","U",107648,0.9791 
"13","05002","U",149473,1 
"13","06001","R",19702,0.1961 
"13","06001","U",80749,0.8039 
"13","06002","R",8548,0.0826 
"13","06002","U",94923,0.9174 
"15","00100","R",31274,0.1409 
"15","00100","U",190741,0.8591 
"15","00200","R",70313,0.3799 
"15","00200","U",114766,0.6201 
"15","00301","R",4037,0.04 
"15","00301","U",96938,0.96 
"15","00302","R",1482,0.0129 
"15","00302","U",113682,0.9871 
"15","00303","R",664,0.0062 
"15","00303","U",106932,0.9938 
"15","00304","U",121369,1 
"15","00305","U",114534,1 
"15","00306","R",881,0.0062 
"15","00306","U",140734,0.9938 
"15","00307","R",572,0.0039 
"15","00307","U",144770,0.9961 
"15","00308","R",589,0.0055 
"15","00308","U",106023,0.9945 
"16","00100","R",69680,0.6008 
"16","00100","U",46308,0.3992 
"16","00200","R",28732,0.215 
"16","00200","U",104917,0.785 
"16","00300","R",63557,0.6044 
"16","00300","U",41600,0.3956 
"16","00400","R",46031,0.4347 
"16","00400","U",59869,0.5653 
"16","00500","R",24577,0.2215 
"16","00500","U",86359,0.7785 
"16","00600","R",6662,0.0592 
"16","00600","U",105847,0.9408 
"16","00701","R",562,0.0053 
"16","00701","U",104795,0.9947 
"16","00702","R",303,0.003 
"16","00702","U",100361,0.997 
"16","00800","R",11607,0.1085 
"16","00800","U",95381,0.8915 
"16","00900","R",33440,0.3338 
"16","00900","U",66742,0.6662 
"16","01000","R",49937,0.4433 
"16","01000","U",62709,0.5567 
"16","01100","R",70530,0.5431 
"16","01100","U",59335,0.4569 
"16","01200","R",13500,0.1295 
"16","01200","U",90734,0.8705 
"16","01300","R",42094,0.3408 
"16","01300","U",81413,0.6592 
"17","00104","R",70078,0.5285 
"17","00104","U",62516,0.4715 
"17","00105","R",16112,0.1092 
"17","00105","U",131434,0.8908 
"17","00202","R",98952,0.5475 
"17","00202","U",81791,0.4525 
"17","00300","R",52316,0.4643 
"17","00300","U",60364,0.5357 
"17","00401","R",82143,0.5694 
"17","00401","U",62126,0.4306 
"17","00501","R",77007,0.5422 
"17","00501","U",65009,0.4578 
"17","00600","R",46071,0.4452 
"17","00600","U",57406,0.5548 
"17","00700","R",65910,0.602 
"17","00700","U",43581,0.398 
"17","00800","R",94843,0.6712 
"17","00800","U",46457,0.3288 
"17","00900","R",74445,0.395 
"17","00900","U",114041,0.605 
"17","01001","R",79332,0.4977 
"17","01001","U",80081,0.5023 
"17","01104","R",9573,0.0634 
"17","01104","U",141356,0.9366 
"17","01105","R",16770,0.1408 
"17","01105","U",102357,0.8592 
"17","01204","R",24940,0.2055 
"17","01204","U",96432,0.7945 
"17","01205","R",10984,0.0743 
"17","01205","U",136926,0.9257 
"17","01300","R",27895,0.1413 
"17","01300","U",169570,0.8587 
"17","01500","R",16905,0.1526 
"17","01500","U",93863,0.8474 
"17","01602","R",83874,0.5655 
"17","01602","U",64435,0.4345 
"17","01701","R",27313,0.1465 
"17","01701","U",159181,0.8535 
"17","01900","R",27645,0.2042 
"17","01900","U",107749,0.7958 
"17","02000","R",27974,0.165 
"17","02000","U",141598,0.835 
"17","02100","R",25558,0.1271 
"17","02100","U",175523,0.8729 
"17","02200","R",68609,0.4174 
"17","02200","U",95765,0.5826 
"17","02300","R",27746,0.2446 
"17","02300","U",85703,0.7554 
"17","02400","R",34422,0.3021 
"17","02400","U",79502,0.6979 
"17","02501","R",78805,0.5212 
"17","02501","U",72396,0.4788 
"17","02601","R",21353,0.2031 
"17","02601","U",83807,0.7969 
"17","02700","R",44326,0.438 
"17","02700","U",56882,0.562 
"17","02801","R",17605,0.0862 
"17","02801","U",186574,0.9138 
"17","02901","R",16251,0.1119 
"17","02901","U",129001,0.8881 
"17","03005","U",146149,1 
"17","03007","R",5,0 
"17","03007","U",116712,1 
"17","03008","R",83,0.0006 
"17","03008","U",138459,0.9994 
"17","03009","R",18247,0.1603 
"17","03009","U",95614,0.8397 
"17","03102","R",1092,0.0082 
"17","03102","U",132297,0.9918 
"17","03105","R",1310,0.0093 
"17","03105","U",139018,0.9907 
"17","03106","R",83,0.0005 
"17","03106","U",169182,0.9995 
"17","03107","R",1884,0.0153 
"17","03107","U",121307,0.9847 
"17","03108","R",22255,0.1998 
"17","03108","U",89132,0.8002 
"17","03202","U",117061,1 
"17","03203","U",116268,1 
"17","03204","R",179,0.0012 
"17","03204","U",146616,0.9988 
"17","03205","U",123449,1 
"17","03207","U",116449,1 
"17","03208","R",70,0.0004 
"17","03208","U",177598,0.9996 
"17","03209","R",187,0.0016 
"17","03209","U",119047,0.9984 
"17","03306","R",2965,0.0186 
"17","03306","U",156587,0.9814 
"17","03307","R",1767,0.0125 
"17","03307","U",139261,0.9875 
"17","03308","R",3398,0.0299 
"17","03308","U",110149,0.9701 
"17","03309","R",247,0.0016 
"17","03309","U",155302,0.9984 
"17","03310","R",538,0.004 
"17","03310","U",133248,0.996 
"17","03401","R",1740,0.0137 
"17","03401","U",124905,0.9863 
"17","03407","U",178470,1 
"17","03408","U",192426,1 
"17","03409","U",152460,1 
"17","03410","R",236,0.0014 
"17","03410","U",173369,0.9986 
"17","03411","U",173435,1 
"17","03412","U",109799,1 
"17","03413","U",169326,1 
"17","03414","R",322,0.0019 
"17","03414","U",167327,0.9981 
"17","03415","U",126488,1 
"17","03416","U",140526,1 
"17","03417","R",55,0.0005 
"17","03417","U",120940,0.9995 
"17","03418","U",109831,1 
"17","03419","U",122032,1 
"17","03420","U",185920,1 
"17","03421","U",180368,1 
"17","03422","U",130093,1 
"17","03501","U",167874,1 
"17","03502","U",158484,1 
"17","03503","U",143302,1 
"17","03504","U",141340,1 
"17","03520","U",131504,1 
"17","03521","U",190683,1 
"17","03522","U",137867,1 
"17","03523","U",210091,1 
"17","03524","U",172082,1 
"17","03525","U",131157,1 
"17","03526","U",164118,1 
"17","03527","U",149010,1 
"17","03528","U",154389,1 
"17","03529","U",179950,1 
"17","03530","U",129231,1 
"17","03531","U",137491,1 
"17","03532","U",136034,1 
"17","03601","R",24066,0.179 
"17","03601","U",110407,0.821 
"17","03602","R",6435,0.0369 
"17","03602","U",167852,0.9631 
"17","03700","R",24158,0.1466 
"17","03700","U",140641,0.8534 
"18","00101","U",115525,1 
"18","00102","U",130516,1 
"18","00103","R",3194,0.0267 
"18","00103","U",116632,0.9733 
"18","00104","R",16488,0.1267 
"18","00104","U",113650,0.8733 
"18","00200","R",34106,0.2075 
"18","00200","U",130237,0.7925 
"18","00300","R",39713,0.3563 
"18","00300","U",71754,0.6437 
"18","00401","R",1463,0.0128 
"18","00401","U",112545,0.9872 
"18","00402","R",22565,0.1476 
"18","00402","U",130358,0.8524 
"18","00500","R",40672,0.2059 
"18","00500","U",156887,0.7941 
"18","00600","R",107212,0.6656 
"18","00600","U",53860,0.3344 
"18","00700","R",80644,0.7657 
"18","00700","U",24679,0.2343 
"18","00800","R",65852,0.5293 
"18","00800","U",58557,0.4707 
"18","00900","R",75039,0.5666 
"18","00900","U",57400,0.4334 
"18","01001","R",664,0.0052 
"18","01001","U",128032,0.9948 
"18","01002","R",330,0.0027 
"18","01002","U",120222,0.9973 
"18","01003","R",41218,0.3886 
"18","01003","U",64863,0.6114 
"18","01100","R",78662,0.6293 
"18","01100","U",46338,0.3707 
"18","01200","R",25055,0.145 
"18","01200","U",147725,0.855 
"18","01300","R",45043,0.3272 
"18","01300","U",92611,0.6728 
"18","01400","R",53851,0.3851 
"18","01400","U",86001,0.6149 
"18","01500","R",55677,0.5078 
"18","01500","U",53975,0.4922 
"18","01600","R",74047,0.6878 
"18","01600","U",33617,0.3122 
"18","01700","R",25623,0.2376 
"18","01700","U",82225,0.7624 
"18","01801","R",27372,0.253 
"18","01801","U",80816,0.747 
"18","01802","R",69,0.0006 
"18","01802","U",113841,0.9994 
"18","01803","R",7519,0.0689 
"18","01803","U",101592,0.9311 
"18","01900","R",30393,0.2309 
"18","01900","U",101243,0.7691 
"18","02000","R",26843,0.2281 
"18","02000","U",90828,0.7719 
"18","02100","R",73696,0.6036 
"18","02100","U",48403,0.3964 
"18","02200","R",25958,0.1785 
"18","02200","U",119490,0.8215 
"18","02301","R",493,0.0048 
"18","02301","U",102894,0.9952 
"18","02302","U",106557,1 
"18","02303","U",118447,1 
"18","02304","U",140897,1 
"18","02305","U",142787,1 
"18","02306","R",3408,0.0221 
"18","02306","U",150619,0.9779 
"18","02307","R",1521,0.0111 
"18","02307","U",135770,0.9889 
"18","02400","R",19407,0.139 
"18","02400","U",120247,0.861 
"18","02500","R",44441,0.3883 
"18","02500","U",69997,0.6117 
"18","02600","R",49860,0.4222 
"18","02600","U",68242,0.5778 
"18","02700","R",116467,0.7159 
"18","02700","U",46229,0.2841 
"18","02800","R",29317,0.2125 
"18","02800","U",108657,0.7875 
"18","02900","R",44414,0.3727 
"18","02900","U",74756,0.6273 
"18","03000","R",58389,0.5266 
"18","03000","U",52485,0.4734 
"18","03100","R",87799,0.7397 
"18","03100","U",30894,0.2603 
"18","03200","R",52755,0.4429 
"18","03200","U",66347,0.5571 
"18","03300","R",16474,0.0917 
"18","03300","U",163229,0.9083 
"18","03400","R",89704,0.6222 
"18","03400","U",54473,0.3778 
"18","03500","R",70671,0.497 
"18","03500","U",71533,0.503 
"18","03600","R",22614,0.2051 
"18","03600","U",87618,0.7949 
"19","00100","R",63484,0.5326 
"19","00100","U",55718,0.4674 
"19","00200","R",57857,0.4963 
"19","00200","U",58721,0.5037 
"19","00400","R",86095,0.7134 
"19","00400","U",34581,0.2866 
"19","00500","R",17672,0.1348 
"19","00500","U",113418,0.8652 
"19","00600","R",79107,0.5981 
"19","00600","U",53157,0.4019 
"19","00700","R",62935,0.4134 
"19","00700","U",89288,0.5866 
"19","00800","R",54147,0.4133 
"19","00800","U",76851,0.5867 
"19","00900","R",22323,0.1351 
"19","00900","U",142901,0.8649 
"19","01000","R",26927,0.1275 
"19","01000","U",184299,0.8725 
"19","01100","R",24261,0.1854 
"19","01100","U",106621,0.8146 
"19","01200","R",70960,0.5925 
"19","01200","U",48800,0.4075 
"19","01300","R",28484,0.2459 
"19","01300","U",87364,0.7541 
"19","01400","R",77405,0.5065 
"19","01400","U",75418,0.4935 
"19","01500","R",12627,0.0762 
"19","01500","U",153036,0.9238 
"19","01600","R",18655,0.1593 
"19","01600","U",98478,0.8407 
"19","01700","R",115,0.0006 
"19","01700","U",193096,0.9994 
"19","01800","R",81385,0.763 
"19","01800","U",25282,0.237 
"19","01900","R",82424,0.6688 
"19","01900","U",40818,0.3312 
"19","02000","R",33562,0.2639 
"19","02000","U",93596,0.7361 
"19","02100","R",78308,0.427 
"19","02100","U",105073,0.573 
"19","02200","R",69123,0.5602 
"19","02200","U",54264,0.4398 
"19","02300","R",48243,0.4479 
"19","02300","U",59476,0.5521 
"20","00100","R",65654,0.5963 
"20","00100","U",44453,0.4037 
"20","00200","R",73853,0.4931 
"20","00200","U",75928,0.5069 
"20","00300","R",26585,0.2092 
"20","00300","U",100496,0.7908 
"20","00400","R",52411,0.436 
"20","00400","U",67811,0.564 
"20","00500","R",9549,0.0606 
"20","00500","U",147956,0.9394 
"20","00601","R",5873,0.0531 
"20","00601","U",104729,0.9469 
"20","00602","U",147902,1 
"20","00603","R",8567,0.0572 
"20","00603","U",141271,0.9428 
"20","00604","R",6422,0.0473 
"20","00604","U",129415,0.9527 
"20","00700","R",12205,0.1101 
"20","00700","U",98621,0.8899 
"20","00801","R",514,0.0049 
"20","00801","U",103766,0.9951 
"20","00802","R",65358,0.5426 
"20","00802","U",55090,0.4574 
"20","00900","R",62995,0.571 
"20","00900","U",47338,0.429 
"20","01000","R",39314,0.3788 
"20","01000","U",64460,0.6212 
"20","01100","R",62849,0.5326 
"20","01100","U",55164,0.4674 
"20","01200","R",50430,0.3648 
"20","01200","U",87802,0.6352 
"20","01301","R",24141,0.1533 
"20","01301","U",133374,0.8467 
"20","01302","R",21475,0.1365 
"20","01302","U",135844,0.8635 
"20","01303","U",122883,1 
"20","01304","R",29940,0.1857 
"20","01304","U",131272,0.8143 
"20","01400","R",59589,0.5671 
"20","01400","U",45492,0.4329 
"20","01500","R",58433,0.435 
"20","01500","U",75894,0.565 
"21","00100","R",111773,0.5691 
"21","00100","U",84620,0.4309 
"21","00200","R",66437,0.6027 
"21","00200","U",43800,0.3973 
"21","00300","R",53271,0.4884 
"21","00300","U",55797,0.5116 
"21","00400","R",132126,0.7754 
"21","00400","U",38277,0.2246 
"21","00500","R",35486,0.3118 
"21","00500","U",78306,0.6881 
"21","00600","R",88776,0.8449 
"21","00600","U",16298,0.1551 
"21","00700","R",66424,0.6501 
"21","00700","U",35758,0.3499 
"21","00800","R",78297,0.7046 
"21","00800","U",32832,0.2954 
"21","00900","R",77064,0.6141 
"21","00900","U",48425,0.3859 
"21","01000","R",104751,0.9128 
"21","01000","U",10011,0.0872 
"21","01100","R",133494,0.8663 
"21","01100","U",20599,0.1337 
"21","01200","R",76142,0.7122 
"21","01200","U",30771,0.2878 
"21","01300","R",84945,0.5237 
"21","01300","U",77259,0.4763 
"21","01400","R",68137,0.6294 
"21","01400","U",40114,0.3706 
"21","01500","R",33762,0.3209 
"21","01500","U",71459,0.6791 
"21","01600","R",51766,0.4835 
"21","01600","U",55308,0.5165 
"21","01701","U",124516,1 
"21","01702","U",115136,1 
"21","01703","R",1094,0.0103 
"21","01703","U",105026,0.9897 
"21","01704","R",5377,0.0422 
"21","01704","U",122056,0.9578 
"21","01705","R",480,0.0039 
"21","01705","U",121987,0.9961 
"21","01706","R",3225,0.0222 
"21","01706","U",142199,0.9778 
"21","01800","R",43695,0.3939 
"21","01800","U",67226,0.6061 
"21","01901","U",110761,1 
"21","01902","R",9072,0.049 
"21","01902","U",175970,0.951 
"21","02000","R",44145,0.3774 
"21","02000","U",72831,0.6226 
"21","02100","R",55860,0.4707 
"21","02100","U",62812,0.5293 
"21","02200","R",51570,0.468 
"21","02200","U",58631,0.532 
"21","02300","R",53599,0.4163 
"21","02300","U",75153,0.5837 
"21","02400","R",11142,0.0698 
"21","02400","U",148578,0.9302 
"21","02500","R",15769,0.1327 
"21","02500","U",103042,0.8673 
"21","02600","R",69799,0.4359 
"21","02600","U",90317,0.5641 
"21","02700","R",109417,0.7921 
"21","02700","U",28713,0.2079 
"21","02800","R",69129,0.5014 
"21","02800","U",68755,0.4986 
"22","00100","R",19343,0.1476 
"22","00100","U",111728,0.8524 
"22","00101","R",17462,0.1409 
"22","00101","U",106436,0.8591 
"22","00200","R",50332,0.3182 
"22","00200","U",107854,0.6818 
"22","00300","R",115493,0.6495 
"22","00300","U",62336,0.3505 
"22","00400","R",37187,0.2419 
"22","00400","U",116533,0.7581 
"22","00500","R",104982,0.676 
"22","00500","U",50324,0.324 
"22","00600","R",84138,0.6687 
"22","00600","U",41676,0.3313 
"22","00700","R",78136,0.4248 
"22","00700","U",105811,0.5752 
"22","00800","R",66540,0.4594 
"22","00800","U",78298,0.5406 
"22","00900","R",37429,0.2533 
"22","00900","U",110352,0.7467 
"22","01000","R",60930,0.5191 
"22","01000","U",56438,0.4809 
"22","01100","R",63616,0.5311 
"22","01100","U",56156,0.4689 
"22","01200","R",14415,0.1266 
"22","01200","U",99445,0.8734 
"22","01201","R",4017,0.0373 
"22","01201","U",103701,0.9627 
"22","01300","R",53589,0.2976 
"22","01300","U",126461,0.7024 
"22","01400","R",76090,0.6567 
"22","01400","U",39779,0.3433 
"22","01500","R",4198,0.0334 
"22","01500","U",121583,0.9666 
"22","01501","R",69,0.0004 
"22","01501","U",180664,0.9996 
"22","01502","R",25999,0.1945 
"22","01502","U",107658,0.8055 
"22","01600","R",14170,0.1322 
"22","01600","U",93045,0.8678 
"22","01700","R",63843,0.4585 
"22","01700","U",75386,0.5415 
"22","01800","R",81013,0.4815 
"22","01800","U",87252,0.5185 
"22","01900","R",18362,0.152 
"22","01900","U",102444,0.848 
"22","02000","R",33863,0.2828 
"22","02000","U",85876,0.7172 
"22","02100","R",23075,0.2063 
"22","02100","U",88785,0.7937 
"22","02200","R",37753,0.3144 
"22","02200","U",82316,0.6856 
"22","02201","R",16517,0.1453 
"22","02201","U",97154,0.8547 
"22","02300","U",106823,1 
"22","02301","U",136959,1 
"22","02302","R",1029,0.0077 
"22","02302","U",132593,0.9923 
"22","02400","R",1344,0.0112 
"22","02400","U",118652,0.9888 
"22","02401","U",106546,1 
"22","02402","R",691,0.0059 
"22","02402","U",116596,0.9941 
"22","02500","R",9942,0.0871 
"22","02500","U",104145,0.9129 
"23","00100","R",88039,0.8407 
"23","00100","U",16687,0.1593 
"23","00200","R",133169,0.8409 
"23","00200","U",25195,0.1591 
"23","00300","R",88737,0.5765 
"23","00300","U",65186,0.4235 
"23","00400","R",76748,0.6283 
"23","00400","U",45403,0.3717 
"23","00500","R",145916,0.8717 
"23","00500","U",21481,0.1283 
"23","00600","R",46707,0.4337 
"23","00600","U",60995,0.5663 
"23","00700","R",62766,0.609 
"23","00700","U",40293,0.391 
"23","00800","R",127782,0.7357 
"23","00800","U",45901,0.2643 
"23","00900","R",42930,0.3343 
"23","00900","U",85506,0.6657 
"23","01000","R",2025,0.0186 
"23","01000","U",106895,0.9814 
"24","00100","R",45714,0.4346 
"24","00100","U",59470,0.5654 
"24","00200","R",43477,0.2949 
"24","00200","U",103953,0.7051 
"24","00301","R",52885,0.4388 
"24","00301","U",67628,0.5612 
"24","00302","R",5946,0.0527 
"24","00302","U",106926,0.9473 
"24","00400","R",66028,0.3951 
"24","00400","U",101106,0.6049 
"24","00501","R",51235,0.4319 
"24","00501","U",67387,0.5681 
"24","00502","R",628,0.0051 
"24","00502","U",123369,0.9949 
"24","00503","R",203,0.0018 
"24","00503","U",112490,0.9982 
"24","00504","R",533,0.0046 
"24","00504","U",115716,0.9954 
"24","00505","U",109793,1 
"24","00506","U",112670,1 
"24","00507","U",111005,1 
"24","00601","R",42440,0.3164 
"24","00601","U",91673,0.6836 
"24","00602","R",1034,0.0093 
"24","00602","U",109679,0.9907 
"24","00700","R",42569,0.421 
"24","00700","U",58539,0.579 
"24","00801","U",139733,1 
"24","00802","U",111436,1 
"24","00803","U",120466,1 
"24","00804","U",130707,1 
"24","00805","U",118619,1 
"24","00901","R",26560,0.2086 
"24","00901","U",100758,0.7914 
"24","00902","U",159767,1 
"24","01001","R",21925,0.1674 
"24","01001","U",109070,0.8326 
"24","01002","U",128331,1 
"24","01003","U",176640,1 
"24","01004","U",178147,1 
"24","01005","U",134896,1 
"24","01006","R",1240,0.0107 
