"state","puma12","ur","pop10","afact"
"State code","PUMA (2012)","Urban/rural","Population (2010)","puma12 to ur allocation factor"
"24","01006","U",114281,0.9893 
"24","01007","U",107247,1 
"24","01101","U",114269,1 
"24","01102","R",555,0.0042 
"24","01102","U",131066,0.9958 
"24","01103","U",106360,1 
"24","01104","U",112946,1 
"24","01105","R",3877,0.0233 
"24","01105","U",162547,0.9767 
"24","01106","R",12549,0.1074 
"24","01106","U",104242,0.8926 
"24","01107","U",115009,1 
"24","01201","R",3647,0.0235 
"24","01201","U",151424,0.9765 
"24","01202","R",236,0.0021 
"24","01202","U",109574,0.9979 
"24","01203","R",1615,0.012 
"24","01203","U",133523,0.988 
"24","01204","R",23020,0.1673 
"24","01204","U",114617,0.8327 
"24","01300","R",104822,0.6113 
"24","01300","U",66639,0.3887 
"24","01400","R",55880,0.3163 
"24","01400","U",120777,0.6837 
"24","01500","R",87365,0.4506 
"24","01500","U",106523,0.5494 
"24","01600","R",43238,0.295 
"24","01600","U",103313,0.705 
"25","00100","R",41457,0.3159 
"25","00100","U",89762,0.6841 
"25","00200","R",52896,0.4345 
"25","00200","U",68850,0.5655 
"25","00300","U",181045,1 
"25","00301","R",12431,0.1048 
"25","00301","U",106237,0.8952 
"25","00302","R",40436,0.3362 
"25","00302","U",79843,0.6638 
"25","00303","R",9640,0.0844 
"25","00303","U",104529,0.9156 
"25","00304","R",37909,0.2504 
"25","00304","U",113489,0.7496 
"25","00400","R",55172,0.5127 
"25","00400","U",52442,0.4873 
"25","00501","R",9202,0.0828 
"25","00501","U",101976,0.9172 
"25","00502","U",106519,1 
"25","00503","R",2405,0.0177 
"25","00503","U",133801,0.9823 
"25","00504","R",521,0.0037 
"25","00504","U",139302,0.9963 
"25","00505","U",120862,1 
"25","00506","U",105162,1 
"25","00507","U",117421,1 
"25","00508","U",115623,1 
"25","00701","R",630,0.0034 
"25","00701","U",183881,0.9966 
"25","00702","R",15033,0.1425 
"25","00702","U",90493,0.8575 
"25","00703","R",15877,0.0808 
"25","00703","U",180550,0.9192 
"25","00704","U",107526,1 
"25","01000","U",128979,1 
"25","01300","R",42,0.0003 
"25","01300","U",124688,0.9997 
"25","01400","R",17105,0.1466 
"25","01400","U",99574,0.8534 
"25","01600","R",52375,0.3648 
"25","01600","U",91193,0.6352 
"25","01900","U",153060,1 
"25","01901","R",9539,0.0648 
"25","01901","U",137766,0.9352 
"25","01902","R",7147,0.0562 
"25","01902","U",120116,0.9438 
"25","02400","R",5936,0.0514 
"25","02400","U",109562,0.9486 
"25","02800","U",138100,1 
"25","03301","U",117638,1 
"25","03302","U",142236,1 
"25","03303","U",109690,1 
"25","03304","U",125342,1 
"25","03305","U",122162,1 
"25","03306","R",535,0.0051 
"25","03306","U",104420,0.9949 
"25","03400","U",143878,1 
"25","03500","R",5085,0.0482 
"25","03500","U",100364,0.9518 
"25","03601","R",3867,0.03 
"25","03601","U",124829,0.97 
"25","03602","U",117795,1 
"25","03603","U",119274,1 
"25","03900","R",898,0.0069 
"25","03900","U",128581,0.9931 
"25","04000","U",125128,1 
"25","04200","R",15077,0.1238 
"25","04200","U",106687,0.8762 
"25","04301","R",33831,0.3169 
"25","04301","U",72912,0.6831 
"25","04302","R",818,0.0076 
"25","04302","U",106204,0.9924 
"25","04303","R",14135,0.1131 
"25","04303","U",110834,0.8869 
"25","04500","R",662,0.006 
"25","04500","U",110283,0.994 
"25","04700","R",6439,0.0491 
"25","04700","U",124720,0.9509 
"25","04800","R",18091,0.1623 
"25","04800","U",93345,0.8377 
"25","04901","R",3808,0.0322 
"25","04901","U",114540,0.9678 
"25","04902","R",25510,0.2362 
"25","04902","U",82486,0.7638 
"25","04903","R",11131,0.0874 
"25","04903","U",116290,0.9126 
"26","00100","R",87858,0.4994 
"26","00100","U",88055,0.5006 
"26","00200","R",74149,0.5474 
"26","00200","U",61299,0.4526 
"26","00300","R",103102,0.7542 
"26","00300","U",33609,0.2458 
"26","00400","R",116712,0.7942 
"26","00400","U",30248,0.2058 
"26","00500","R",94237,0.6243 
"26","00500","U",56715,0.3757 
"26","00600","R",94047,0.8159 
"26","00600","U",21227,0.1841 
"26","00700","R",40145,0.2331 
"26","00700","U",132043,0.7669 
"26","00801","R",23309,0.1662 
"26","00801","U",116939,0.8338 
"26","00802","R",30284,0.2451 
"26","00802","U",93269,0.7549 
"26","00900","R",71822,0.6447 
"26","00900","U",39586,0.3553 
"26","01001","R",5108,0.0366 
"26","01001","U",134420,0.9634 
"26","01002","U",188822,1 
"26","01003","R",28641,0.1816 
"26","01003","U",129097,0.8184 
"26","01004","R",60714,0.521 
"26","01004","U",55820,0.479 
"26","01100","R",144371,0.7458 
"26","01100","U",49202,0.2542 
"26","01200","R",80156,0.5578 
"26","01200","U",63557,0.4422 
"26","01300","R",91754,0.8075 
"26","01300","U",21872,0.1925 
"26","01400","R",68444,0.3576 
"26","01400","U",122956,0.6424 
"26","01500","R",62289,0.3112 
"26","01500","U",137880,0.6888 
"26","01600","R",115418,0.8746 
"26","01600","U",16543,0.1254 
"26","01701","R",95269,0.5086 
"26","01701","U",92056,0.4914 
"26","01702","R",6187,0.0572 
"26","01702","U",101899,0.9428 
"26","01703","U",102438,1 
"26","01704","R",77038,0.4122 
"26","01704","U",109870,0.5878 
"26","01801","R",37096,0.2221 
"26","01801","U",129930,0.7779 
"26","01802","U",113869,1 
"26","01900","R",80815,0.4413 
"26","01900","U",102326,0.5587 
"26","02000","R",87813,0.4496 
"26","02000","U",107506,0.5504 
"26","02101","R",43293,0.3352 
"26","02101","U",85870,0.6648 
"26","02102","R",633,0.0052 
"26","02102","U",120535,0.9948 
"26","02200","R",61733,0.5794 
"26","02200","U",44810,0.4206 
"26","02300","R",91259,0.7099 
"26","02300","U",37292,0.2901 
"26","02400","R",51524,0.3286 
"26","02400","U",105289,0.6714 
"26","02500","R",84040,0.5733 
"26","02500","U",62540,0.4267 
"26","02600","R",67021,0.4182 
"26","02600","U",93227,0.5818 
"26","02701","R",50236,0.4745 
"26","02701","U",55633,0.5255 
"26","02702","U",115103,1 
"26","02703","R",6470,0.0523 
"26","02703","U",117349,0.9477 
"26","02800","R",66786,0.3691 
"26","02800","U",114181,0.6309 
"26","02901","R",33002,0.2581 
"26","02901","U",94869,0.7419 
"26","02902","R",23857,0.1838 
"26","02902","U",105931,0.8162 
"26","02903","R",37,0.0002 
"26","02903","U",163850,0.9998 
"26","02904","U",153492,1 
"26","02905","R",657,0.0055 
"26","02905","U",118617,0.9945 
"26","02906","U",151575,1 
"26","02907","U",165926,1 
"26","02908","U",190549,1 
"26","03001","R",22725,0.1908 
"26","03001","U",96388,0.8092 
"26","03002","R",867,0.0055 
"26","03002","U",157274,0.9945 
"26","03003","U",129699,1 
"26","03004","U",152177,1 
"26","03005","U",139535,1 
"26","03006","U",142313,1 
"26","03100","R",63008,0.3865 
"26","03100","U",100032,0.6135 
"26","03201","R",1561,0.0082 
"26","03201","U",189316,0.9918 
"26","03202","U",145304,1 
"26","03203","U",155927,1 
"26","03204","U",154748,1 
"26","03205","R",10451,0.0929 
"26","03205","U",102097,0.9071 
"26","03206","R",641,0.0048 
"26","03206","U",132441,0.9952 
"26","03207","U",120367,1 
"26","03208","U",160120,1 
"26","03209","U",132104,1 
"26","03210","U",134150,1 
"26","03211","R",11,0.0001 
"26","03211","U",128827,0.9999 
"26","03212","U",133146,1 
"26","03213","U",119373,1 
"26","03300","R",57093,0.3756 
"26","03300","U",94928,0.6244 
"27","00100","R",74635,0.5144 
"27","00100","U",70455,0.4856 
"27","00200","R",89530,0.775 
"27","00200","U",25997,0.225 
"27","00300","R",97219,0.7962 
"27","00300","U",24885,0.2038 
"27","00400","R",86846,0.6604 
"27","00400","U",44655,0.3396 
"27","00500","R",9021,0.0892 
"27","00500","U",92166,0.9108 
"27","00600","R",111120,0.6784 
"27","00600","U",52669,0.3216 
"27","00700","R",92172,0.6856 
"27","00700","U",42264,0.3144 
"27","00800","R",101527,0.699 
"27","00800","U",43710,0.301 
"27","00900","R",55637,0.3693 
"27","00900","U",95005,0.6307 
"27","01000","R",54495,0.4293 
"27","01000","U",72455,0.5707 
"27","01101","R",29347,0.2844 
"27","01101","U",73845,0.7156 
"27","01102","U",115158,1 
"27","01103","R",15319,0.1362 
"27","01103","U",97175,0.8638 
"27","01201","R",25876,0.2079 
"27","01201","U",98558,0.7921 
"27","01202","R",8578,0.0754 
"27","01202","U",105124,0.9246 
"27","01301","R",952,0.0077 
"27","01301","U",122009,0.9923 
"27","01302","U",100611,1 
"27","01303","U",128300,1 
"27","01304","U",156768,1 
"27","01401","R",23976,0.2231 
"27","01401","U",83512,0.7769 
"27","01402","R",259,0.0025 
"27","01402","U",103339,0.9975 
"27","01403","R",432,0.004 
"27","01403","U",106672,0.996 
"27","01404","U",106918,1 
"27","01405","U",134723,1 
"27","01406","U",125251,1 
"27","01407","U",127765,1 
"27","01408","U",110782,1 
"27","01409","R",974,0.0088 
"27","01409","U",109557,0.9912 
"27","01410","U",118265,1 
"27","01501","R",2838,0.0189 
"27","01501","U",147361,0.9811 
"27","01502","R",16814,0.121 
"27","01502","U",122143,0.879 
"27","01503","U",109396,1 
"27","01600","R",18541,0.1604 
"27","01600","U",97019,0.8396 
"27","01700","R",20999,0.1992 
"27","01700","U",84411,0.8008 
"27","01800","R",40537,0.3251 
"27","01800","U",84163,0.6749 
"27","01900","R",82092,0.6166 
"27","01900","U",51054,0.3834 
"27","02000","R",60395,0.5816 
"27","02000","U",43448,0.4184 
"27","02100","R",71611,0.6072 
"27","02100","U",46332,0.3928 
"27","02200","R",35183,0.3036 
"27","02200","U",80693,0.6964 
"27","02300","R",55581,0.4027 
"27","02300","U",82447,0.5973 
"27","02400","R",49027,0.3858 
"27","02400","U",78054,0.6142 
"27","02500","R",23935,0.1659 
"27","02500","U",120313,0.8341 
"27","02600","R",62146,0.5498 
"27","02600","U",50884,0.4502 
"28","00100","R",32942,0.2043 
"28","00100","U",128310,0.7957 
"28","00200","R",121760,0.8116 
"28","00200","U",28271,0.1884 
"28","00300","R",82372,0.6636 
"28","00300","U",41751,0.3364 
"28","00400","R",97321,0.6947 
"28","00400","U",42774,0.3053 
"28","00500","R",83264,0.5947 
"28","00500","U",56737,0.4053 
"28","00600","R",96211,0.5416 
"28","00600","U",81416,0.4584 
"28","00700","R",73583,0.5786 
"28","00700","U",53602,0.4214 
"28","00800","R",51856,0.3976 
"28","00800","U",78573,0.6024 
"28","00900","R",38683,0.3782 
"28","00900","U",63592,0.6218 
"28","01000","R",14570,0.1322 
"28","01000","U",95683,0.8678 
"28","01100","R",178,0.0014 
"28","01100","U",128814,0.9986 
"28","01200","R",62455,0.5934 
"28","01200","U",42800,0.4066 
"28","01300","R",71351,0.4219 
"28","01300","U",97769,0.5781 
"28","01400","R",105651,0.8401 
"28","01400","U",20103,0.1599 
"28","01500","R",74372,0.6265 
"28","01500","U",44341,0.3735 
"28","01600","R",137102,0.7435 
"28","01600","U",47297,0.2565 
"28","01700","R",104608,0.7751 
"28","01700","U",30355,0.2249 
"28","01800","R",82278,0.4842 
"28","01800","U",87652,0.5158 
"28","01900","R",91698,0.6544 
"28","01900","U",48429,0.3456 
"28","02000","R",42744,0.2284 
"28","02000","U",144361,0.7716 
"28","02100","R",38074,0.2726 
"28","02100","U",101594,0.7274 
"29","00100","R",78579,0.6895 
"29","00100","U",35382,0.3105 
"29","00200","R",30569,0.2561 
"29","00200","U",88815,0.7439 
"29","00300","R",83112,0.6592 
"29","00300","U",42977,0.3408 
"29","00400","R",90024,0.6368 
"29","00400","U",51336,0.3632 
"29","00500","R",71695,0.4786 
"29","00500","U",78112,0.5214 
"29","00600","R",30554,0.1879 
"29","00600","U",132088,0.8121 
"29","00700","R",67821,0.4992 
"29","00700","U",68035,0.5008 
"29","00800","R",88445,0.6334 
"29","00800","U",51192,0.3666 
"29","00901","R",20665,0.1985 
"29","00901","U",83457,0.8015 
"29","00902","R",1120,0.0105 
"29","00902","U",105471,0.9895 
"29","00903","R",14120,0.1404 
"29","00903","U",86428,0.8596 
"29","01001","U",171238,1 
"29","01002","R",2050,0.016 
"29","01002","U",126162,0.984 
"29","01003","R",19251,0.1487 
"29","01003","U",110184,0.8513 
"29","01004","R",3486,0.034 
"29","01004","U",98974,0.966 
"29","01005","R",1080,0.0076 
"29","01005","U",141733,0.9924 
"29","01100","R",45407,0.3897 
"29","01100","U",71120,0.6103 
"29","01200","R",82183,0.6515 
"29","01200","U",43954,0.3485 
"29","01300","R",82833,0.7385 
"29","01300","U",29335,0.2615 
"29","01400","R",95988,0.6779 
"29","01400","U",45601,0.3221 
"29","01500","R",71199,0.6478 
"29","01500","U",38708,0.3522 
"29","01600","R",56428,0.556 
"29","01600","U",45064,0.444 
"29","01701","R",10123,0.0979 
"29","01701","U",93320,0.9021 
"29","01702","R",8332,0.0648 
"29","01702","U",120242,0.9352 
"29","01703","R",2563,0.02 
"29","01703","U",125905,0.98 
"29","01801","R",1782,0.0144 
"29","01801","U",121805,0.9856 
"29","01802","R",576,0.0046 
"29","01802","U",125141,0.9954 
"29","01803","U",111745,1 
"29","01804","R",3976,0.0356 
"29","01804","U",107828,0.9644 
"29","01805","U",117896,1 
"29","01806","R",724,0.0063 
"29","01806","U",113338,0.9937 
"29","01807","U",158559,1 
"29","01808","R",4310,0.0318 
"29","01808","U",131274,0.9682 
"29","01901","R",1,0 
"29","01901","U",136153,1 
"29","01902","U",183140,1 
"29","02001","R",8776,0.0802 
"29","02001","U",100695,0.9198 
"29","02002","R",57273,0.5242 
"29","02002","U",51989,0.4758 
"29","02100","R",70633,0.5532 
"29","02100","U",57037,0.4468 
"29","02200","R",51731,0.4066 
"29","02200","U",75497,0.5934 
"29","02300","R",61525,0.5419 
"29","02300","U",52006,0.4581 
"29","02400","R",78879,0.7425 
"29","02400","U",27353,0.2575 
"29","02500","R",107132,0.8373 
"29","02500","U",20820,0.1627 
"29","02601","R",92079,0.6052 
"29","02601","U",60074,0.3948 
"29","02602","R",2858,0.0243 
"29","02602","U",114789,0.9757 
"29","02603","R",5027,0.0422 
"29","02603","U",113971,0.9578 
"29","02700","R",100385,0.7042 
"29","02700","U",42172,0.2958 
"29","02800","R",65262,0.3718 
"29","02800","U",110256,0.6282 
"30","00100","R",68420,0.5517 
"30","00100","U",55594,0.4483 
"30","00200","R",98052,0.5057 
"30","00200","U",95841,0.4943 
"30","00300","R",61616,0.4082 
"30","00300","U",89338,0.5918 
"30","00400","R",61258,0.4144 
"30","00400","U",86569,0.5856 
"30","00500","R",60335,0.4714 
"30","00500","U",67660,0.5286 
"30","00600","R",85719,0.6068 
"30","00600","U",55540,0.3932 
"30","00700","R",1001,0.0097 
"30","00700","U",102472,0.9903 
"31","00100","R",58816,0.5274 
"31","00100","U",52715,0.4726 
"31","00200","R",103596,0.5629 
"31","00200","U",80443,0.4371 
"31","00300","R",45452,0.4259 
"31","00300","U",61264,0.5741 
"31","00400","R",51332,0.4826 
"31","00400","U",55042,0.5174 
"31","00500","R",50815,0.4432 
"31","00500","U",63830,0.5568 
"31","00600","R",83647,0.6029 
"31","00600","U",55086,0.3971 
"31","00701","R",53841,0.523 
"31","00701","U",49105,0.477 
"31","00702","R",8377,0.0527 
"31","00702","U",150463,0.9473 
"31","00801","R",8039,0.0522 
"31","00801","U",145851,0.9478 
"31","00802","R",15516,0.118 
"31","00802","U",116001,0.882 
"31","00901","R",6997,0.0433 
"31","00901","U",154491,0.9567 
"31","00902","R",2271,0.0162 
"31","00902","U",138237,0.9838 
"31","00903","R",1956,0.0183 
"31","00903","U",105073,0.9817 
"31","00904","U",108085,1 
"32","00101","U",177318,1 
"32","00102","R",8665,0.0806 
"32","00102","U",98897,0.9194 
"32","00103","R",9316,0.0682 
"32","00103","U",127211,0.9318 
"32","00200","R",40419,0.2554 
"32","00200","U",117842,0.7446 
"32","00300","R",72869,0.4296 
"32","00300","U",96745,0.5704 
"32","00401","R",114,0.0009 
"32","00401","U",121201,0.9991 
"32","00402","R",1476,0.0119 
"32","00402","U",122342,0.9881 
"32","00403","R",307,0.0017 
"32","00403","U",179125,0.9983 
"32","00404","R",5273,0.0365 
"32","00404","U",139122,0.9635 
"32","00405","U",132169,1 
"32","00406","U",137087,1 
"32","00407","R",7540,0.0518 
"32","00407","U",137979,0.9482 
"32","00408","R",98,0.0005 
"32","00408","U",191747,0.9995 
"32","00409","U",151025,1 
"32","00410","U",147400,1 
"32","00411","R",1039,0.0052 
"32","00411","U",198045,0.9948 
"32","00412","R",9638,0.0697 
"32","00412","U",128580,0.9303 
"32","00413","U",139962,1 
"33","00100","R",83134,0.6805 
"33","00100","U",39039,0.3195 
"33","00200","R",89883,0.732 
"33","00200","U",32903,0.268 
"33","00300","R",57267,0.3854 
"33","00300","U",91308,0.6146 
"33","00400","R",63498,0.5653 
"33","00400","U",48826,0.4347 
"33","00500","R",78204,0.6471 
"33","00500","U",42655,0.3529 
"33","00600","R",55635,0.5245 
"33","00600","U",50432,0.4755 
"33","00700","R",51430,0.339 
"33","00700","U",100267,0.661 
"33","00800","R",533,0.0049 
"33","00800","U",109032,0.9951 
"33","00900","R",8064,0.061 
"33","00900","U",124065,0.939 
"33","01000","R",34950,0.1837 
"33","01000","U",155345,0.8163 
"34","00101","R",5512,0.0488 
"34","00101","U",107375,0.9512 
"34","00102","R",29393,0.1948 
"34","00102","U",121474,0.8052 
"34","00301","U",109737,1 
"34","00302","U",115629,1 
"34","00303","U",136607,1 
"34","00304","U",120142,1 
"34","00305","U",102654,1 
"34","00306","R",919,0.0089 
"34","00306","U",102742,0.9911 
"34","00307","U",113351,1 
"34","00308","U",103335,1 
"34","00400","U",146199,1 
"34","00501","U",137558,1 
"34","00502","U",109217,1 
"34","00503","R",12080,0.1116 
"34","00503","U",96172,0.8884 
"34","00601","U",133314,1 
"34","00602","U",108122,1 
"34","00701","U",137921,1 
"34","00702","U",129014,1 
"34","00703","U",125895,1 
"34","00800","R",63622,0.4957 
"34","00800","U",64727,0.5043 
"34","00901","R",2862,0.0252 
"34","00901","U",110851,0.9748 
"34","00902","R",2599,0.0234 
"34","00902","U",108698,0.9766 
"34","00903","U",111865,1 
"34","00904","U",106061,1 
"34","00905","U",109601,1 
"34","00906","U",148028,1 
"34","00907","U",109293,1 
"34","01001","R",13509,0.1256 
"34","01001","U",94087,0.8744 
"34","01002","R",5220,0.051 
"34","01002","U",97071,0.949 
"34","01003","R",7,0.0001 
"34","01003","U",113550,0.9999 
"34","01101","R",761,0.0074 
"34","01101","U",101891,0.9926 
"34","01102","R",16259,0.149 
"34","01102","U",92874,0.851 
"34","01103","U",106309,1 
"34","01104","U",101539,1 
"34","01105","R",192,0.0018 
"34","01105","U",107818,0.9982 
"34","01106","R",6298,0.0613 
"34","01106","U",96439,0.9387 
"34","01201","R",6565,0.0566 
"34","01201","U",109388,0.9434 
"34","01202","R",160,0.0015 
"34","01202","U",108011,0.9985 
"34","01203","R",180,0.0013 
"34","01203","U",138380,0.9987 
"34","01204","R",9806,0.09 
"34","01204","U",99195,0.91 
"34","01205","U",104882,1 
"34","01301","U",153788,1 
"34","01302","U",123352,1 
"34","01401","U",111611,1 
"34","01402","U",188395,1 
"34","01403","R",114,0.0011 
"34","01403","U",105168,0.9989 
"34","01404","U",101541,1 
"34","01501","R",7370,0.0566 
"34","01501","U",122738,0.9434 
"34","01502","R",18572,0.1434 
"34","01502","U",110926,0.8566 
"34","01503","R",2490,0.022 
"34","01503","U",110724,0.978 
"34","01504","R",4892,0.041 
"34","01504","U",114564,0.959 
"34","01600","R",59482,0.3985 
"34","01600","U",89783,0.6015 
"34","01700","R",40830,0.3756 
"34","01700","U",67862,0.6244 
"34","01800","U",124969,1 
"34","01901","U",105200,1 
"34","01902","U",101818,1 
"34","01903","U",100718,1 
"34","01904","U",103794,1 
"34","02001","R",325,0.0026 
"34","02001","U",126591,0.9974 
"34","02002","R",2914,0.0189 
"34","02002","U",151524,0.9811 
"34","02003","R",26661,0.1593 
"34","02003","U",140719,0.8407 
"34","02101","U",126640,1 
"34","02102","U",122434,1 
"34","02103","R",8308,0.0566 
"34","02103","U",138406,0.9434 
"34","02104","U",117869,1 
"34","02201","R",737,0.0057 
"34","02201","U",128988,0.9943 
"34","02202","R",23323,0.1471 
"34","02202","U",135240,0.8529 
"34","02301","U",120703,1 
"34","02302","R",10178,0.0708 
"34","02302","U",133526,0.9292 
"34","02303","R",2586,0.0253 
"34","02303","U",99520,0.9747 
"34","02400","R",25822,0.2276 
"34","02400","U",87626,0.7724 
"34","02500","R",40243,0.3674 
"34","02500","U",69290,0.6326 
"34","02600","R",16977,0.1571 
"34","02600","U",91083,0.8429 
"35","00100","R",77390,0.6055 
"35","00100","U",50418,0.3945 
"35","00200","R",22470,0.2226 
"35","00200","U",78471,0.7774 
"35","00300","R",59962,0.4781 
"35","00300","U",65445,0.5219 
"35","00400","R",34331,0.3334 
"35","00400","U",68635,0.6666 
"35","00500","R",36274,0.2516 
"35","00500","U",107896,0.7484 
"35","00600","R",22442,0.1706 
"35","00600","U",109119,0.8294 
"35","00700","R",32185,0.3187 
"35","00700","U",68788,0.6813 
"35","00801","R",23,0.0002 
"35","00801","U",100953,0.9998 
"35","00802","U",101467,1 
"35","00803","R",680,0.0065 
"35","00803","U",103329,0.9935 
"35","00804","U",103267,1 
"35","00805","R",5166,0.044 
"35","00805","U",112141,0.956 
"35","00806","R",2555,0.023 
"35","00806","U",108579,0.977 
"35","00900","R",60440,0.5521 
"35","00900","U",49025,0.4479 
"35","01001","R",36240,0.3589 
"35","01001","U",64737,0.6411 
"35","01002","R",4122,0.0381 
"35","01002","U",104134,0.9619 
"35","01100","R",45699,0.3048 
"35","01100","U",104240,0.6952 
"35","01200","R",24839,0.2095 
"35","01200","U",93717,0.7905 
"36","00100","R",69396,0.6199 
"36","00100","U",42548,0.3801 
"36","00200","R",119337,0.6707 
"36","00200","U",58596,0.3293 
"36","00300","R",65217,0.5059 
"36","00300","U",63706,0.4941 
"36","00401","R",72757,0.628 
"36","00401","U",43102,0.372 
"36","00402","R",20609,0.1252 
"36","00402","U",143962,0.8748 
"36","00403","R",88598,0.7773 
"36","00403","U",25377,0.2227 
"36","00500","R",79372,0.5538 
"36","00500","U",63944,0.4462 
"36","00600","R",75408,0.6175 
"36","00600","U",46701,0.3825 
"36","00701","U",145168,1 
"36","00702","R",14226,0.1145 
"36","00702","U",109973,0.8855 
"36","00703","R",12295,0.0757 
"36","00703","U",150151,0.9243 
"36","00704","R",76906,0.6674 
"36","00704","U",38333,0.3326 
"36","00800","R",77594,0.6014 
"36","00800","U",51429,0.3986 
"36","00901","R",4172,0.0319 
"36","00901","U",126450,0.9681 
"36","00902","U",108205,1 
"36","00903","U",102303,1 
"36","00904","R",1347,0.0108 
"36","00904","U",123148,0.9892 
"36","00905","R",30422,0.2913 
"36","00905","U",74023,0.7087 
"36","00906","R",12069,0.0693 
"36","00906","U",162205,0.9307 
"36","01000","R",62086,0.603 
"36","01000","U",40876,0.397 
"36","01101","R",3279,0.0303 
"36","01101","U",104977,0.9697 
"36","01102","R",45298,0.4186 
"36","01102","U",62915,0.5814 
"36","01201","R",2096,0.0192 
"36","01201","U",106975,0.9808 
"36","01202","R",1786,0.0146 
"36","01202","U",120580,0.9854 
"36","01203","R",34418,0.3175 
"36","01203","U",73996,0.6825 
"36","01204","U",151078,1 
"36","01205","U",145598,1 
"36","01206","U",115712,1 
"36","01207","R",48125,0.2885 
"36","01207","U",118676,0.7115 
"36","01300","R",62753,0.5835 
"36","01300","U",44795,0.4165 
"36","01400","R",69287,0.5199 
"36","01400","U",63992,0.4801 
"36","01500","R",65134,0.5305 
"36","01500","U",57644,0.4695 
"36","01600","R",48532,0.4589 
"36","01600","U",57218,0.5411 
"36","01700","R",12620,0.0816 
"36","01700","U",142107,0.9184 
"36","01801","R",11122,0.1053 
"36","01801","U",94506,0.8947 
"36","01802","R",54676,0.4797 
"36","01802","U",59303,0.5203 
"36","01900","R",48645,0.3051 
"36","01900","U",110784,0.6949 
"36","02001","U",106401,1 
"36","02002","R",29496,0.1491 
"36","02002","U",168307,0.8509 
"36","02100","R",82249,0.7323 
"36","02100","U",30068,0.2677 
"36","02201","R",2353,0.0185 
"36","02201","U",125125,0.9815 
"36","02202","R",69854,0.6331 
"36","02202","U",40480,0.3669 
"36","02203","R",93334,0.8306 
"36","02203","U",19036,0.1694 
"36","02300","R",44021,0.4334 
"36","02300","U",57543,0.5666 
"36","02401","R",17613,0.168 
"36","02401","U",87257,0.832 
"36","02402","R",78512,0.7751 
"36","02402","U",22781,0.2249 
"36","02500","R",88138,0.6818 
"36","02500","U",41125,0.3181 
"36","02600","R",59173,0.4386 
"36","02600","U",75732,0.5614 
"36","02701","R",84774,0.7556 
"36","02701","U",27420,0.2444 
"36","02702","R",56759,0.3839 
"36","02702","U",91087,0.6161 
"36","02801","R",68312,0.535 
"36","02801","U",59374,0.465 
"36","02802","R",7248,0.0427 
"36","02802","U",162554,0.9573 
"36","02901","R",11261,0.0945 
"36","02901","U",107957,0.9055 
"36","02902","R",46810,0.3771 
"36","02902","U",77330,0.6229 
"36","02903","R",25218,0.1948 
"36","02903","U",104237,0.8052 
"36","03001","R",1480,0.0143 
"36","03001","U",101851,0.9857 
"36","03002","U",103499,1 
"36","03003","R",756,0.0072 
"36","03003","U",104101,0.9928 
"36","03101","R",20490,0.2003 
"36","03101","U",81813,0.7997 
"36","03102","R",2936,0.02 
"36","03102","U",143637,0.98 
"36","03103","R",26472,0.1973 
"36","03103","U",107691,0.8027 
"36","03104","R",1661,0.014 
"36","03104","U",116615,0.986 
"36","03105","U",162419,1 
"36","03106","U",195976,1 
"36","03107","U",189113,1 
"36","03201","U",112079,1 
"36","03202","R",2359,0.0211 
"36","03202","U",109272,0.9789 
"36","03203","U",101395,1 
"36","03204","U",114256,1 
"36","03205","U",113542,1 
"36","03206","U",143976,1 
"36","03207","U",114066,1 
"36","03208","U",107139,1 
"36","03209","U",104693,1 
"36","03210","U",103996,1 
"36","03211","U",107855,1 
"36","03212","R",216,0.0021 
"36","03212","U",104688,0.9979 
"36","03301","R",1674,0.0164 
"36","03301","U",100496,0.9836 
"36","03302","U",101094,1 
"36","03303","R",1428,0.0121 
"36","03303","U",116373,0.9879 
"36","03304","R",2014,0.0168 
"36","03304","U",117618,0.9832 
"36","03305","R",30491,0.2229 
"36","03305","U",106284,0.7771 
"36","03306","R",2416,0.0185 
"36","03306","U",127991,0.9815 
"36","03307","U",126204,1 
"36","03308","U",110121,1 
"36","03309","U",101410,1 
"36","03310","U",128744,1 
"36","03311","R",395,0.0037 
"36","03311","U",104994,0.9963 
"36","03312","R",426,0.0042 
"36","03312","U",100141,0.9958 
"36","03313","U",113036,1 
"36","03701","U",108121,1 
"36","03702","U",138360,1 
"36","03703","R",39,0.0003 
"36","03703","U",114975,0.9997 
"36","03704","U",123764,1 
"36","03705","U",161372,1 
"36","03706","U",127405,1 
"36","03707","U",134257,1 
"36","03708","U",139293,1 
"36","03709","U",181404,1 
"36","03710","U",156118,1 
"36","03801","U",198483,1 
"36","03802","U",127399,1 
"36","03803","U",118665,1 
"36","03804","U",117569,1 
"36","03805","U",219920,1 
"36","03806","U",193892,1 
"36","03807","U",144664,1 
"36","03808","U",151010,1 
"36","03809","U",164937,1 
"36","03810","U",149334,1 
"36","03901","U",159958,1 
"36","03902","U",133016,1 
"36","03903","U",175756,1 
"36","04001","U",147577,1 
"36","04002","U",129253,1 
"36","04003","U",134217,1 
"36","04004","U",118579,1 
"36","04005","U",106002,1 
"36","04006","U",123018,1 
"36","04007","U",119578,1 
"36","04008","U",154541,1 
"36","04009","R",37,0.0002 
"36","04009","U",193686,0.9998 
